severity,event_type,display_message,uuid,version,timestamp,outcome.result,outcome.reason,actor.id,actor.type,actor.display_name,actor.alternate_id,authentication_context.authentication_step,authentication_context.authentication_provider,authentication_context.credential_provider,authentication_context.credential_type,authentication_context.issuer,authentication_context.external_session_id,client.zone,client.ip_address,client.device,client.user_agent.raw_user_agent,client.user_agent.os,client.user_agent.browser,client.geographical_context.country,client.geographical_context.city,client.geographical_context.postal_code,client.geographical_context.geolocation.lon,client.geographical_context.geolocation.lat,transaction.id,transaction.type,debug_context.debug_data.request_uri,legacy_event_type,target0.id,target0.type,target0.alternate_id,target0.display_name,target1.id,target1.type,target1.alternate_id,target1.display_name,target2.id,target2.type,target2.alternate_id,target2.display_name,target3.id,target3.type,target3.alternate_id,target3.display_name,request.ip_chain.geographical_context.postal_code,request.ip_chain.geographical_context.geolocation.lon,request.ip_chain.geographical_context.geolocation.lat,request.ip_chain.geographical_context.geolocation.state,request.ip_chain.ip,request.ip_chain.source,request.ip_chain.version,authentication_context.root_session_id,transaction.detail.root_api_token_id,transaction.detail.request_api_token_id
INFO,application.lifecycle.update,Update application,f063df26-6fd5-11f1-b3cc-dd04f6e337f0,0,2026-06-24T14:06:47.699Z,SUCCESS,,spr11hs115ksQZR0v698,SystemPrincipal,supportuser@okta.com,supportuser@okta.com,0,,,,,trs8TtKk2q2RDuETY7F_tnEjg,,,,,,,,,,,,moi14hugixcorHtWZ698,JOB,,app.generic.config.app_updated,0oa12pt2ldbo4WOip698,AppInstance,Zoom,Zoom,,,,,,,,,,,,,,,,,,,,trsctDO_KhDSTO86VT2JoVWmg,,
INFO,user.lifecycle.create,Create okta user,4108fa86-6fe4-11f1-bd35-fd61159bb35d,0,2026-06-24T15:49:15.953Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,102tw-fbzDUTjurQhyh-hR7bA,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,3081d3d028a8b16c58023ab11c2afade,WEB,/api/v1/users,core.user.config.user_creation.success,00u14hyr3jz39jANa698,User,maya.kandel@meridianbio.test,Maya Kandel,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,102tw-fbzDUTjurQhyh-hR7bA,,
INFO,user.lifecycle.activate,Activate Okta user,4125f871-6fe4-11f1-bd35-fd61159bb35d,0,2026-06-24T15:49:16.143Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,102tw-fbzDUTjurQhyh-hR7bA,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,3081d3d028a8b16c58023ab11c2afade,WEB,/api/v1/users,core.user.config.user_activated,00u14hyr3jz39jANa698,User,maya.kandel@meridianbio.test,Maya Kandel,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,102tw-fbzDUTjurQhyh-hR7bA,,
INFO,user.session.clear,Clear user session,a6f88525-6fe3-11f1-94ca-afbd738e3870,0,2026-06-24T15:44:57.476Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,102tw-fbzDUTjurQhyh-hR7bA,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,c887a8557363d77089b03af36705642d,WEB,/api/v1/users/00u12ozr78uFCLfWX698/lifecycle/expire_password_with_temp_password,core.user_auth.session_clear,00u12ozr78uFCLfWX698,User,maya.chen@meridianbio.test,Maya Chen,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,102tw-fbzDUTjurQhyh-hR7bA,,
INFO,user.account.update_password,User update password for Okta,a6f3f144-6fe3-11f1-94ca-afbd738e3870,0,2026-06-24T15:44:57.446Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,102tw-fbzDUTjurQhyh-hR7bA,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,c887a8557363d77089b03af36705642d,WEB,/api/v1/users/00u12ozr78uFCLfWX698/lifecycle/expire_password_with_temp_password,core.user.config.password_update.success,00u12ozr78uFCLfWX698,User,maya.chen@meridianbio.test,Maya Chen,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,102tw-fbzDUTjurQhyh-hR7bA,,
INFO,user.account.update_password,User update password for Okta,e51d38d3-6fe4-11f1-abd2-03e29befd2b3,0,2026-06-24T15:53:51.232Z,SUCCESS,,00u11hs119oJ8ecz3698,User,Alice Benign,alice.benign@example.test,0,,,,,102tw-fbzDUTjurQhyh-hR7bA,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,0ad859227493e16f212100d8db2687d6,WEB,/api/v1/users/00u14hyr3jz39jANa698/lifecycle/expire_password_with_temp_password,core.user.config.password_update.success,00u14hyr3jz39jANa698,User,maya.kandel@meridianbio.test,Maya Kandel,,,,,,,,,,,,,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,102tw-fbzDUTjurQhyh-hR7bA,,
INFO,policy.evaluate_sign_on,Evaluation of sign-on policy,e82d1050-6fe4-11f1-abd2-03e29befd2b3,0,2026-06-24T15:53:56.369Z,CHALLENGE,Sign-on policy evaluation resulted in ENROLL,00u14hyr3jz39jANa698,User,Maya Kandel,maya.kandel@meridianbio.test,0,,,,,idxm0_x9TuyTy6jmtuu2tib_A,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,b8fce1b3c804ef815672d5b42bddbdbd,WEB,/idp/idx/identify,,0oa11hs116nF3g9v9698,AppInstance,Okta Dashboard,Okta Dashboard,0pr11hs117pUbhhcI698,Rule,Global session policy,Default Rule,rul11hs11ap8Ub7UP698,Rule,Authentication policy,Catch-all Rule,0pr11hs11ftzvmUaD698,Rule,Authenticator Enrollment Policy,Default Rule,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxm0_x9TuyTy6jmtuu2tib_A,,
INFO,policy.evaluate_sign_on,Evaluation of Okta Account Management Policy,e83ca0bc-6fe4-11f1-abd2-03e29befd2b3,0,2026-06-24T15:53:56.471Z,CHALLENGE,Okta Account Management Policy evaluation resulted in CHALLENGE,00u14hyr3jz39jANa698,User,Maya Kandel,maya.kandel@meridianbio.test,0,,,,,idxm0_x9TuyTy6jmtuu2tib_A,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,b8fce1b3c804ef815672d5b42bddbdbd,WEB,/idp/idx/identify,,aut11hs11b01WdIqK698,AuthenticatorMethod,,Okta Verify,rul11hs11c5np1co3698,Rule,Authentication policy,Catch-all Rule,0pr11hs11ftzvmUaD698,Rule,Authenticator Enrollment Policy,Default Rule,00u14hyr3jz39jANa698,User,maya.kandel@meridianbio.test,Maya Kandel,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxm0_x9TuyTy6jmtuu2tib_A,,
INFO,policy.evaluate_sign_on,Evaluation of Okta Account Management Policy,e8429432-6fe4-11f1-abd2-03e29befd2b3,0,2026-06-24T15:53:56.510Z,CHALLENGE,Okta Account Management Policy evaluation resulted in CHALLENGE,00u14hyr3jz39jANa698,User,Maya Kandel,maya.kandel@meridianbio.test,0,,,,,idxm0_x9TuyTy6jmtuu2tib_A,null,198.51.100.15,Computer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Mac OS X,CHROME,United States,Dallas,75207,-96.8336,32.7908,b8fce1b3c804ef815672d5b42bddbdbd,WEB,/idp/idx/identify,,aut11hs11j92Xdhqo698,AuthenticatorMethod,,Security Key or Biometric,rul11hs11c5np1co3698,Rule,Authentication policy,Catch-all Rule,0pr11hs11ftzvmUaD698,Rule,Authenticator Enrollment Policy,Default Rule,00u14hyr3jz39jANa698,User,maya.kandel@meridianbio.test,Maya Kandel,75207,-96.8336,32.7908,Texas,198.51.100.15,,V4,idxm0_x9TuyTy6jmtuu2tib_A,,
INFO,system.email.delivery,Email delivery,ebb17cbd-6fe4-11f1-b3cc-dd04f6e337f0,0,2026-06-24T15:54:02.270Z,DEFERRED,deferred,unknown,SystemPrincipal,Okta System,system@okta.com,0,,,,,trsljfEhWVOS5iEOKqLKQkPLA,,,,,,,,,,,,aa8c837979594520f71d70a74d2d7751,JOB,,,maya.kandel@meridianbio.test,email,,maya.kandel@meridianbio.test,,,,,,,,,,,,,,,,,,,,trsljfEhWVOS5iEOKqLKQkPLA,,
